b,continuity_recovery_rate,cross_platform_link_rate,false_negative_rate,link_rate_cross_platform_long,link_rate_cross_platform_short,link_rate_intra_platform_distant,link_rate_migration_consecutive,link_rate_post_migration_consecutive,link_rate_pre_migration_consecutive,mean_J_cross_platform_long,mean_J_cross_platform_short,mean_J_intra_platform_distant,mean_J_migration_consecutive,mean_J_post_migration_consecutive,mean_J_pre_migration_consecutive,migration_degradation,migration_link_rate,n_cross_platform_long,n_cross_platform_short,n_intra_platform_distant,n_migration_consecutive,n_post_migration_consecutive,n_pre_migration_consecutive,post_migration_recovery,r,seed,sweep_key,sweep_value
8,1.0,1.0,0.0,0.06666666666666667,1.0,1.0,1.0,1.0,1.0,0.3416666666666667,0.55,0.7890625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,127,entropy_growth_rate,0.0
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3416666666666667,0.55,0.7890625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,127,entropy_growth_rate,0.0
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.3572916666666667,0.5375,0.7875,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,128,entropy_growth_rate,0.0
4,0.9,0.0,1.0,0.0,0.0,0.6,0.0,0.8,1.0,0.3572916666666667,0.5375,0.7875,0.625,0.9125,0.925,0.9,0.0,30,5,20,1,5,5,0.8,8,128,entropy_growth_rate,0.0
8,1.0,0.8,0.0,0.1,0.8,1.0,1.0,1.0,1.0,0.3572916666666667,0.5375,0.7875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,128,entropy_growth_rate,0.0
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3572916666666667,0.5375,0.7875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,128,entropy_growth_rate,0.0
2,0.4,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.8,0.2791666666666667,0.525,0.75,0.625,0.9,0.925,-0.6,1.0,30,5,20,1,5,5,0.0,16,129,entropy_growth_rate,0.0
4,0.9,0.2,0.0,0.0,0.2,0.55,1.0,0.8,1.0,0.2791666666666667,0.525,0.75,0.625,0.9,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,129,entropy_growth_rate,0.0
8,1.0,1.0,0.0,0.13333333333333333,1.0,1.0,1.0,1.0,1.0,0.2791666666666667,0.525,0.75,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,129,entropy_growth_rate,0.0
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2791666666666667,0.525,0.75,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,129,entropy_growth_rate,0.0
2,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,0.3625,0.5375,0.7765625,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,130,entropy_growth_rate,0.1
4,1.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,1.0,0.3625,0.5375,0.7765625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,130,entropy_growth_rate,0.1
8,1.0,0.8,0.0,0.03333333333333333,0.8,0.8,1.0,1.0,1.0,0.3625,0.5375,0.7765625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,130,entropy_growth_rate,0.1
16,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.3625,0.5375,0.7765625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,130,entropy_growth_rate,0.1
2,0.6000000000000001,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.8,0.3333333333333333,0.55,0.7734375,0.625,0.9125,0.925,0.6000000000000001,0.0,30,5,20,1,5,5,0.4,16,131,entropy_growth_rate,0.1
4,1.0,0.2,0.0,0.0,0.2,0.5,1.0,1.0,1.0,0.3333333333333333,0.55,0.7734375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,131,entropy_growth_rate,0.1
8,1.0,1.0,0.0,0.3,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.55,0.7734375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,131,entropy_growth_rate,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.55,0.7734375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,131,entropy_growth_rate,0.1
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.340625,0.5375,0.7609375,0.625,0.9125,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.4,16,132,entropy_growth_rate,0.1
4,0.9,0.0,1.0,0.0,0.0,0.6,0.0,0.8,1.0,0.340625,0.5375,0.7609375,0.625,0.9125,0.925,0.9,0.0,30,5,20,1,5,5,0.8,8,132,entropy_growth_rate,0.1
8,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.340625,0.5375,0.7609375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,132,entropy_growth_rate,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.340625,0.5375,0.7609375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,132,entropy_growth_rate,0.1
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2604166666666667,0.525,0.7515625,0.625,0.90625,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.4,16,133,entropy_growth_rate,0.1
4,1.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0,1.0,0.2604166666666667,0.525,0.7515625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,133,entropy_growth_rate,0.1
8,1.0,0.8,0.0,0.03333333333333333,0.8,0.95,1.0,1.0,1.0,0.2604166666666667,0.525,0.7515625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,133,entropy_growth_rate,0.1
16,1.0,1.0,0.0,0.5666666666666667,1.0,1.0,1.0,1.0,1.0,0.2604166666666667,0.525,0.7515625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,133,entropy_growth_rate,0.1
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.30625,0.54375,0.746875,0.625,0.90625,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.4,16,134,entropy_growth_rate,0.1
4,0.9,0.0,1.0,0.0,0.0,0.55,0.0,0.8,1.0,0.30625,0.54375,0.746875,0.625,0.90625,0.925,0.9,0.0,30,5,20,1,5,5,0.8,8,134,entropy_growth_rate,0.1
8,1.0,0.8,0.0,0.03333333333333333,0.8,1.0,1.0,1.0,1.0,0.30625,0.54375,0.746875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,134,entropy_growth_rate,0.1
16,1.0,1.0,0.0,0.7,1.0,1.0,1.0,1.0,1.0,0.30625,0.54375,0.746875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,134,entropy_growth_rate,0.1
2,0.7,0.0,1.0,0.0,0.0,0.25,0.0,0.6,0.8,0.371875,0.5375,0.8078125,0.625,0.925,0.925,0.7,0.0,30,5,20,1,5,5,0.6,16,135,entropy_growth_rate,0.1
4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.371875,0.5375,0.8078125,0.625,0.925,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,135,entropy_growth_rate,0.1
8,1.0,0.4,0.0,0.0,0.4,1.0,1.0,1.0,1.0,0.371875,0.5375,0.8078125,0.625,0.925,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,135,entropy_growth_rate,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.371875,0.5375,0.8078125,0.625,0.925,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,135,entropy_growth_rate,0.1
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.315625,0.54375,0.771875,0.625,0.9125,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.2,16,136,entropy_growth_rate,0.1
4,1.0,0.0,1.0,0.0,0.0,0.6,0.0,1.0,1.0,0.315625,0.54375,0.771875,0.625,0.9125,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,136,entropy_growth_rate,0.1
8,1.0,0.8,0.0,0.23333333333333334,0.8,1.0,1.0,1.0,1.0,0.315625,0.54375,0.771875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,136,entropy_growth_rate,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.315625,0.54375,0.771875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,136,entropy_growth_rate,0.1
2,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.359375,0.54375,0.7765625,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,137,entropy_growth_rate,0.1
4,1.0,0.2,0.0,0.0,0.2,0.7,1.0,1.0,1.0,0.359375,0.54375,0.7765625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,137,entropy_growth_rate,0.1
8,1.0,1.0,0.0,0.03333333333333333,1.0,1.0,1.0,1.0,1.0,0.359375,0.54375,0.7765625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,137,entropy_growth_rate,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.359375,0.54375,0.7765625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,137,entropy_growth_rate,0.1
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.6,0.4,0.3302083333333333,0.5375,0.7953125,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.6,16,138,entropy_growth_rate,0.1
4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3302083333333333,0.5375,0.7953125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,138,entropy_growth_rate,0.1
8,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.3302083333333333,0.5375,0.7953125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,138,entropy_growth_rate,0.1
16,1.0,1.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,0.3302083333333333,0.5375,0.7953125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,138,entropy_growth_rate,0.1
2,0.5,0.0,1.0,0.0,0.0,0.15,0.0,0.6,0.4,0.33125,0.55,0.8015625,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.6,16,139,entropy_growth_rate,0.1
4,1.0,0.2,0.0,0.0,0.2,0.8,1.0,1.0,1.0,0.33125,0.55,0.8015625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,139,entropy_growth_rate,0.1
8,1.0,0.8,0.0,0.1,0.8,1.0,1.0,1.0,1.0,0.33125,0.55,0.8015625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,139,entropy_growth_rate,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33125,0.55,0.8015625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,139,entropy_growth_rate,0.1
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.33229166666666665,0.53125,0.7765625,0.625,0.925,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,140,entropy_growth_rate,0.2
4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.33229166666666665,0.53125,0.7765625,0.625,0.925,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,140,entropy_growth_rate,0.2
8,1.0,0.8,0.0,0.06666666666666667,0.8,1.0,1.0,1.0,1.0,0.33229166666666665,0.53125,0.7765625,0.625,0.925,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,140,entropy_growth_rate,0.2
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33229166666666665,0.53125,0.7765625,0.625,0.925,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,140,entropy_growth_rate,0.2
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.3541666666666667,0.5375,0.7734375,0.625,0.9125,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.2,16,141,entropy_growth_rate,0.2
4,1.0,0.2,0.0,0.0,0.2,0.65,1.0,1.0,1.0,0.3541666666666667,0.5375,0.7734375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,141,entropy_growth_rate,0.2
8,1.0,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.3541666666666667,0.5375,0.7734375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,141,entropy_growth_rate,0.2
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3541666666666667,0.5375,0.7734375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,141,entropy_growth_rate,0.2
2,0.6,0.0,0.0,0.0,0.0,0.1,1.0,0.6,0.6,0.3177083333333333,0.525,0.775,0.625,0.91875,0.925,-0.4,1.0,30,5,20,1,5,5,0.6,16,142,entropy_growth_rate,0.2
4,1.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,1.0,0.3177083333333333,0.525,0.775,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,142,entropy_growth_rate,0.2
8,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3177083333333333,0.525,0.775,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,142,entropy_growth_rate,0.2
16,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3177083333333333,0.525,0.775,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,142,entropy_growth_rate,0.2
2,0.6,0.0,1.0,0.0,0.0,0.05,0.0,0.6,0.6,0.328125,0.54375,0.784375,0.625,0.9125,0.925,0.6,0.0,30,5,20,1,5,5,0.6,16,143,entropy_growth_rate,0.2
4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.328125,0.54375,0.784375,0.625,0.9125,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,143,entropy_growth_rate,0.2
8,1.0,0.8,0.0,0.1,0.8,1.0,1.0,1.0,1.0,0.328125,0.54375,0.784375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,143,entropy_growth_rate,0.2
16,1.0,1.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,0.328125,0.54375,0.784375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,143,entropy_growth_rate,0.2
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.309375,0.525,0.7625,0.625,0.9125,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.2,16,144,entropy_growth_rate,0.2
4,1.0,0.0,1.0,0.0,0.0,0.6,0.0,1.0,1.0,0.309375,0.525,0.7625,0.625,0.9125,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,144,entropy_growth_rate,0.2
8,1.0,0.8,0.0,0.06666666666666667,0.8,1.0,1.0,1.0,1.0,0.309375,0.525,0.7625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,144,entropy_growth_rate,0.2
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.309375,0.525,0.7625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,144,entropy_growth_rate,0.2
2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.28125,0.53125,0.7625,0.625,0.9,0.925,0.2,0.0,30,5,20,1,5,5,0.2,16,145,entropy_growth_rate,0.2
4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.28125,0.53125,0.7625,0.625,0.9,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,145,entropy_growth_rate,0.2
8,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.28125,0.53125,0.7625,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,145,entropy_growth_rate,0.2
16,1.0,1.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,0.28125,0.53125,0.7625,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,145,entropy_growth_rate,0.2
2,0.6,0.0,1.0,0.0,0.0,0.2,0.0,0.6,0.6,0.315625,0.54375,0.7609375,0.625,0.9125,0.925,0.6,0.0,30,5,20,1,5,5,0.6,16,146,entropy_growth_rate,0.2
4,1.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,0.315625,0.54375,0.7609375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,146,entropy_growth_rate,0.2
8,1.0,1.0,0.0,0.4666666666666667,1.0,1.0,1.0,1.0,1.0,0.315625,0.54375,0.7609375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,146,entropy_growth_rate,0.2
16,1.0,1.0,0.0,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,0.315625,0.54375,0.7609375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,146,entropy_growth_rate,0.2
2,0.7,0.0,1.0,0.0,0.0,0.05,0.0,0.6,0.8,0.290625,0.53125,0.76875,0.625,0.91875,0.925,0.7,0.0,30,5,20,1,5,5,0.6,16,147,entropy_growth_rate,0.2
4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.290625,0.53125,0.76875,0.625,0.91875,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,147,entropy_growth_rate,0.2
8,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.290625,0.53125,0.76875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,147,entropy_growth_rate,0.2
16,1.0,1.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,0.290625,0.53125,0.76875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,147,entropy_growth_rate,0.2
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.4,0.334375,0.54375,0.7484375,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,148,entropy_growth_rate,0.2
4,1.0,0.0,1.0,0.0,0.0,0.6,0.0,1.0,1.0,0.334375,0.54375,0.7484375,0.625,0.90625,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,148,entropy_growth_rate,0.2
8,1.0,0.8,0.0,0.03333333333333333,0.8,0.9,1.0,1.0,1.0,0.334375,0.54375,0.7484375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,148,entropy_growth_rate,0.2
16,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.334375,0.54375,0.7484375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,148,entropy_growth_rate,0.2
2,0.3,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.6,0.346875,0.53125,0.7484375,0.625,0.89375,0.925,0.3,0.0,30,5,20,1,5,5,0.0,16,149,entropy_growth_rate,0.2
4,0.9,0.8,0.0,0.03333333333333333,0.8,0.5,1.0,0.8,1.0,0.346875,0.53125,0.7484375,0.625,0.89375,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,149,entropy_growth_rate,0.2
8,1.0,1.0,0.0,0.3,1.0,0.85,1.0,1.0,1.0,0.346875,0.53125,0.7484375,0.625,0.89375,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,149,entropy_growth_rate,0.2
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.346875,0.53125,0.7484375,0.625,0.89375,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,149,entropy_growth_rate,0.2
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.6,0.31666666666666665,0.53125,0.7859375,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,150,entropy_growth_rate,0.3
4,1.0,1.0,0.0,0.1,1.0,0.7,1.0,1.0,1.0,0.31666666666666665,0.53125,0.7859375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,150,entropy_growth_rate,0.3
8,1.0,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.31666666666666665,0.53125,0.7859375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,150,entropy_growth_rate,0.3
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31666666666666665,0.53125,0.7859375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,150,entropy_growth_rate,0.3
2,0.4,0.0,1.0,0.0,0.0,0.15,0.0,0.2,0.6,0.3177083333333333,0.54375,0.7609375,0.625,0.91875,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,151,entropy_growth_rate,0.3
4,1.0,0.0,0.0,0.0,0.0,0.65,1.0,1.0,1.0,0.3177083333333333,0.54375,0.7609375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,151,entropy_growth_rate,0.3
8,1.0,1.0,0.0,0.3,1.0,1.0,1.0,1.0,1.0,0.3177083333333333,0.54375,0.7609375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,151,entropy_growth_rate,0.3
16,1.0,1.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,0.3177083333333333,0.54375,0.7609375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,151,entropy_growth_rate,0.3
2,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.35104166666666664,0.55,0.7609375,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,152,entropy_growth_rate,0.3
4,1.0,0.0,1.0,0.0,0.0,0.7,0.0,1.0,1.0,0.35104166666666664,0.55,0.7609375,0.625,0.90625,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,152,entropy_growth_rate,0.3
8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35104166666666664,0.55,0.7609375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,152,entropy_growth_rate,0.3
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35104166666666664,0.55,0.7609375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,152,entropy_growth_rate,0.3
2,0.5,0.0,1.0,0.0,0.0,0.1,0.0,0.2,0.8,0.3614583333333333,0.5625,0.7734375,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.2,16,153,entropy_growth_rate,0.3
4,1.0,1.0,0.0,0.1,1.0,0.7,1.0,1.0,1.0,0.3614583333333333,0.5625,0.7734375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,153,entropy_growth_rate,0.3
8,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.3614583333333333,0.5625,0.7734375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,153,entropy_growth_rate,0.3
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3614583333333333,0.5625,0.7734375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,153,entropy_growth_rate,0.3
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.6,0.31354166666666666,0.525,0.76875,0.625,0.9125,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,154,entropy_growth_rate,0.3
4,1.0,0.4,0.0,0.0,0.4,0.65,1.0,1.0,1.0,0.31354166666666666,0.525,0.76875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,154,entropy_growth_rate,0.3
8,1.0,1.0,0.0,0.3,1.0,0.9,1.0,1.0,1.0,0.31354166666666666,0.525,0.76875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,154,entropy_growth_rate,0.3
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31354166666666666,0.525,0.76875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,154,entropy_growth_rate,0.3
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.3229166666666667,0.525,0.7703125,0.625,0.9125,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.2,16,155,entropy_growth_rate,0.3
4,1.0,0.0,1.0,0.0,0.0,0.55,0.0,1.0,1.0,0.3229166666666667,0.525,0.7703125,0.625,0.9125,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,155,entropy_growth_rate,0.3
8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3229166666666667,0.525,0.7703125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,155,entropy_growth_rate,0.3
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3229166666666667,0.525,0.7703125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,155,entropy_growth_rate,0.3
2,0.5,0.0,1.0,0.0,0.0,0.3,0.0,0.2,0.8,0.346875,0.53125,0.7625,0.625,0.9,0.925,0.5,0.0,30,5,20,1,5,5,0.2,16,156,entropy_growth_rate,0.3
4,1.0,0.0,0.0,0.0,0.0,0.65,1.0,1.0,1.0,0.346875,0.53125,0.7625,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,156,entropy_growth_rate,0.3
8,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.346875,0.53125,0.7625,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,156,entropy_growth_rate,0.3
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.346875,0.53125,0.7625,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,156,entropy_growth_rate,0.3
2,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.359375,0.54375,0.765625,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,157,entropy_growth_rate,0.3
4,0.9,0.0,1.0,0.0,0.0,0.6,0.0,0.8,1.0,0.359375,0.54375,0.765625,0.625,0.9125,0.925,0.9,0.0,30,5,20,1,5,5,0.8,8,157,entropy_growth_rate,0.3
8,1.0,1.0,0.0,0.2,1.0,0.8,1.0,1.0,1.0,0.359375,0.54375,0.765625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,157,entropy_growth_rate,0.3
16,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.359375,0.54375,0.765625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,157,entropy_growth_rate,0.3
